Latitude (decimal degrees):	48.871
Longitude (decimal degrees):	0.300
Elevation (m):	240
Radiation database:	PVGIS-SARAH3


Slope: 30 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20221125:0810,11.7,25.34,5.53,5.58,2.97,0.0
20221125:0910,346.43,406.95,12.28,6.57,2.69,0.0
20221125:1010,333.41,389.88,17.23,8.06,4.28,0.0
20221125:1110,556.62,652.36,19.96,9.05,4.14,0.0
20221125:1210,479.88,564.67,20.19,9.65,3.52,0.0
20221125:1310,289.54,344.56,17.9,9.99,3.45,0.0
20221125:1410,363.67,431.5,13.32,10.02,3.24,0.0
20221125:1510,185.81,233.53,6.86,9.81,2.83,0.0
20221125:1610,0.0,0.0,0.0,8.91,2.34,0.0
20221125:1710,0.0,0.0,0.0,7.74,2.34,0.0
20221125:1810,0.0,0.0,0.0,7.19,2.28,0.0
20221125:1910,0.0,0.0,0.0,6.8,2.55,0.0
20221125:2010,0.0,0.0,0.0,6.45,2.34,0.0
20221125:2110,0.0,0.0,0.0,6.16,2.14,0.0
20221125:2210,0.0,0.0,0.0,5.66,2.14,0.0
20221125:2310,0.0,0.0,0.0,5.34,2.21,0.0
20221126:0010,0.0,0.0,0.0,5.14,2.21,0.0
20221126:0110,0.0,0.0,0.0,5.14,2.21,0.0
20221126:0210,0.0,0.0,0.0,4.96,2.28,0.0
20221126:0310,0.0,0.0,0.0,4.9,2.21,0.0
20221126:0410,0.0,0.0,0.0,5.0,2.21,0.0
20221126:0510,0.0,0.0,0.0,5.15,2.34,0.0
20221126:0610,0.0,0.0,0.0,5.23,2.48,0.0
20221126:0710,0.0,0.0,0.0,5.6,2.76,0.0
20221126:0810,15.64,30.77,5.33,5.67,2.69,0.0
20221126:0910,111.67,142.95,12.07,6.1,3.03,0.0
20221126:1010,152.49,188.15,17.02,6.59,3.52,0.0
20221126:1110,119.02,151.9,19.76,7.09,3.72,0.0
20221126:1210,92.36,122.52,20.01,7.67,3.86,0.0
20221126:1310,104.33,135.81,17.73,7.89,4.14,0.0
20221126:1410,98.48,129.07,13.17,8.05,4.34,0.0
20221126:1510,53.15,78.03,6.73,8.01,4.0,0.0
20221126:1610,0.0,0.0,0.0,7.8,3.66,0.0
20221126:1710,0.0,0.0,0.0,7.65,3.93,0.0
20221126:1810,0.0,0.0,0.0,7.58,4.34,0.0
20221126:1910,0.0,0.0,0.0,8.37,4.62,0.0
20221126:2010,0.0,0.0,0.0,8.32,4.83,0.0
20221126:2110,0.0,0.0,0.0,8.17,5.1,0.0
20221126:2210,0.0,0.0,0.0,8.06,5.24,0.0
20221126:2310,0.0,0.0,0.0,8.01,5.31,0.0
20221127:0010,0.0,0.0,0.0,8.06,5.31,0.0
20221127:0110,0.0,0.0,0.0,8.17,5.31,0.0
20221127:0210,0.0,0.0,0.0,8.15,5.31,0.0
20221127:0310,0.0,0.0,0.0,7.96,5.1,0.0
20221127:0410,0.0,0.0,0.0,7.99,4.97,0.0
20221127:0510,0.0,0.0,0.0,8.02,4.76,0.0
20221127:0610,0.0,0.0,0.0,8.06,4.55,0.0
20221127:0710,0.0,0.0,0.0,7.91,4.34,0.0
20221127:0810,0.64,7.24,5.13,8.11,4.21,0.0
20221127:0910,9.7,22.7,11.87,8.48,4.28,0.0
20221127:1010,57.78,83.25,16.82,8.84,4.21,0.0
20221127:1110,43.36,66.22,19.57,9.25,4.21,0.0
20221127:1210,28.73,48.24,19.83,9.38,4.28,0.0
20221127:1310,42.59,65.27,17.57,9.27,4.69,0.0
20221127:1410,14.99,30.27,13.03,9.3,4.76,0.0
20221127:1510,17.48,33.73,6.61,9.36,4.62,0.0
20221127:1610,0.0,0.0,0.0,9.37,4.34,0.0
20221127:1710,0.0,0.0,0.0,9.34,4.0,0.0
20221127:1810,0.0,0.0,0.0,9.21,3.66,0.0
20221127:1910,0.0,0.0,0.0,9.03,3.93,0.0
20221127:2010,0.0,0.0,0.0,8.93,3.17,0.0
20221127:2110,0.0,0.0,0.0,9.08,2.48,0.0
20221127:2210,0.0,0.0,0.0,9.06,2.14,0.0
20221127:2310,0.0,0.0,0.0,8.98,2.14,0.0
20221128:0010,0.0,0.0,0.0,8.92,2.34,0.0
20221128:0110,0.0,0.0,0.0,8.71,2.55,0.0
20221128:0210,0.0,0.0,0.0,8.73,2.34,0.0
20221128:0310,0.0,0.0,0.0,8.44,2.0,0.0
20221128:0410,0.0,0.0,0.0,8.02,2.21,0.0
20221128:0510,0.0,0.0,0.0,7.75,2.62,0.0
20221128:0610,0.0,0.0,0.0,7.24,2.62,0.0
20221128:0710,0.0,0.0,0.0,6.06,2.76,0.0
20221128:0810,12.99,27.15,4.93,5.65,2.83,0.0
20221128:0910,178.43,217.04,11.67,6.25,2.9,0.0
20221128:1010,226.17,269.92,16.63,7.54,3.79,0.0
20221128:1110,155.6,193.17,19.38,8.58,4.21,0.0
20221128:1210,265.77,315.86,19.65,9.04,3.93,0.0
20221128:1310,414.8,487.0,17.41,9.19,3.45,0.0
20221128:1410,291.63,346.66,12.89,9.15,3.38,0.0
20221128:1510,44.57,67.92,6.5,8.46,2.76,0.0
20221128:1610,0.0,0.0,0.0,7.83,2.76,0.0
20221128:1710,0.0,0.0,0.0,7.06,2.34,0.0
20221128:1810,0.0,0.0,0.0,6.67,2.55,0.0
20221128:1910,0.0,0.0,0.0,6.49,2.55,0.0
20221128:2010,0.0,0.0,0.0,6.13,2.83,0.0
20221128:2110,0.0,0.0,0.0,6.2,3.1,0.0
20221128:2210,0.0,0.0,0.0,6.27,3.1,0.0
20221128:2310,0.0,0.0,0.0,6.03,2.9,0.0
20221129:0010,0.0,0.0,0.0,5.71,2.69,0.0
20221129:0110,0.0,0.0,0.0,5.66,2.55,0.0
20221129:0210,0.0,0.0,0.0,5.84,2.41,0.0
20221129:0310,0.0,0.0,0.0,6.11,2.34,0.0
20221129:0410,0.0,0.0,0.0,6.21,2.34,0.0
20221129:0510,0.0,0.0,0.0,6.37,2.28,0.0
20221129:0610,0.0,0.0,0.0,6.07,2.14,0.0
20221129:0710,0.0,0.0,0.0,4.67,2.07,0.0
20221129:0810,13.74,28.06,4.74,4.28,1.93,0.0
20221129:0910,230.18,275.02,11.48,5.41,1.59,0.0
20221129:1010,437.85,515.74,16.44,7.01,1.66,0.0
20221129:1110,403.93,477.7,19.2,8.38,1.79,0.0
20221129:1210,178.02,219.6,19.48,9.22,2.21,0.0
20221129:1310,267.64,321.03,17.26,9.59,2.0,0.0
20221129:1410,357.77,427.75,12.76,9.59,1.72,0.0
20221129:1510,61.56,88.75,6.39,9.21,1.17,0.0
20221129:1610,0.0,0.0,0.0,8.39,1.31,0.0
20221129:1710,0.0,0.0,0.0,7.32,1.45,0.0
20221129:1810,0.0,0.0,0.0,6.45,1.66,0.0
20221129:1910,0.0,0.0,0.0,6.07,1.72,0.0
20221129:2010,0.0,0.0,0.0,5.92,1.66,0.0
20221129:2110,0.0,0.0,0.0,5.61,1.66,0.0
20221129:2210,0.0,0.0,0.0,5.38,1.72,0.0
20221129:2310,0.0,0.0,0.0,5.15,1.72,0.0
20221130:0010,0.0,0.0,0.0,5.29,1.66,0.0
20221130:0110,0.0,0.0,0.0,5.44,1.66,0.0
20221130:0210,0.0,0.0,0.0,5.31,1.52,0.0
20221130:0310,0.0,0.0,0.0,5.28,1.31,0.0
20221130:0410,0.0,0.0,0.0,5.19,1.52,0.0
20221130:0510,0.0,0.0,0.0,5.12,1.79,0.0
20221130:0610,0.0,0.0,0.0,4.94,1.93,0.0
20221130:0710,0.0,0.0,0.0,4.38,2.07,0.0
20221130:0810,13.07,27.15,4.56,4.48,2.14,0.0
20221130:0910,246.39,291.29,11.29,4.82,2.62,0.0
20221130:1010,78.81,106.07,16.25,5.27,2.76,0.0
20221130:1110,49.64,72.84,19.02,5.88,2.76,0.0
20221130:1210,46.33,69.06,19.32,6.3,2.62,0.0
20221130:1310,59.14,84.19,17.12,6.59,2.62,0.0
20221130:1410,59.41,84.39,12.64,6.78,2.62,0.0
20221130:1510,84.2,114.12,6.29,6.63,2.48,0.0
20221130:1610,0.0,0.0,0.0,6.24,2.62,0.0
20221130:1710,0.0,0.0,0.0,5.68,2.83,0.0
20221130:1810,0.0,0.0,0.0,5.29,2.83,0.0
20221130:1910,0.0,0.0,0.0,4.89,2.34,0.0
20221130:2010,0.0,0.0,0.0,4.96,2.21,0.0
20221130:2110,0.0,0.0,0.0,5.02,2.41,0.0
20221130:2210,0.0,0.0,0.0,5.24,2.48,0.0
20221130:2310,0.0,0.0,0.0,5.26,3.24,0.0
20221201:0010,0.0,0.0,0.0,5.01,3.17,0.0
20221201:0110,0.0,0.0,0.0,4.75,3.17,0.0
20221201:0210,0.0,0.0,0.0,4.65,3.31,0.0
20221201:0310,0.0,0.0,0.0,4.61,3.31,0.0
20221201:0410,0.0,0.0,0.0,4.56,3.17,0.0
20221201:0510,0.0,0.0,0.0,4.6,3.38,0.0
20221201:0610,0.0,0.0,0.0,4.47,3.45,0.0
20221201:0710,0.0,0.0,0.0,3.83,3.03,0.0
20221201:0810,9.91,22.63,4.38,3.52,2.97,0.0
20221201:0910,42.59,63.95,11.11,3.93,2.9,0.0
20221201:1010,56.52,80.41,16.07,4.49,3.45,0.0
20221201:1110,219.2,260.02,18.85,5.27,3.52,0.0
20221201:1210,451.41,520.7,19.17,5.88,3.79,0.0
20221201:1310,194.79,233.83,16.99,6.17,4.07,0.0
20221201:1410,29.95,49.19,12.53,6.27,4.14,0.0
20221201:1510,18.03,34.05,6.2,6.01,3.31,0.0
20221201:1610,0.0,0.0,0.0,5.25,2.69,0.0
20221201:1710,0.0,0.0,0.0,4.55,2.55,0.0
20221201:1810,0.0,0.0,0.0,3.93,2.48,0.0
20221201:1910,0.0,0.0,0.0,3.52,2.55,0.0
20221201:2010,0.0,0.0,0.0,3.5,2.34,0.0
20221201:2110,0.0,0.0,0.0,3.48,2.07,0.0
20221201:2210,0.0,0.0,0.0,3.37,2.0,0.0
20221201:2310,0.0,0.0,0.0,3.12,1.93,0.0
20221202:0010,0.0,0.0,0.0,3.03,2.07,0.0
20221202:0110,0.0,0.0,0.0,2.77,2.21,0.0
20221202:0210,0.0,0.0,0.0,2.52,2.28,0.0
20221202:0310,0.0,0.0,0.0,2.4,2.41,0.0
20221202:0410,0.0,0.0,0.0,2.14,2.48,0.0
20221202:0510,0.0,0.0,0.0,1.91,2.48,0.0
20221202:0610,0.0,0.0,0.0,1.83,2.48,0.0
20221202:0710,0.0,0.0,0.0,2.26,1.93,0.0
20221202:0810,9.98,22.63,4.2,2.16,1.72,0.0
20221202:0910,137.92,169.87,10.93,2.53,2.14,0.0
20221202:1010,48.68,70.95,15.9,3.06,2.34,0.0
20221202:1110,74.85,101.07,18.69,3.66,2.55,0.0
20221202:1210,105.88,135.75,19.02,3.95,2.62,0.0
20221202:1310,146.42,179.89,16.86,4.35,3.24,0.0
20221202:1410,402.14,463.08,12.42,4.26,3.72,0.0
20221202:1510,152.19,189.53,6.11,3.94,3.79,0.0
20221202:1610,0.0,0.0,0.0,3.52,3.38,0.0
20221202:1710,0.0,0.0,0.0,3.18,3.31,0.0
20221202:1810,0.0,0.0,0.0,2.97,3.45,0.0
20221202:1910,0.0,0.0,0.0,2.9,3.52,0.0
20221202:2010,0.0,0.0,0.0,2.67,3.72,0.0
20221202:2110,0.0,0.0,0.0,2.43,3.52,0.0
20221202:2210,0.0,0.0,0.0,2.24,3.59,0.0
20221202:2310,0.0,0.0,0.0,1.92,4.28,0.0
20221203:0010,0.0,0.0,0.0,1.68,4.21,0.0
20221203:0110,0.0,0.0,0.0,1.76,4.07,0.0
20221203:0210,0.0,0.0,0.0,1.69,4.14,0.0
20221203:0310,0.0,0.0,0.0,1.63,4.69,0.0
20221203:0410,0.0,0.0,0.0,1.27,5.03,0.0
20221203:0510,0.0,0.0,0.0,0.96,4.62,0.0
20221203:0610,0.0,0.0,0.0,0.83,4.41,0.0
20221203:0710,0.0,0.0,0.0,1.2,3.86,0.0
20221203:0810,8.15,19.91,4.03,1.31,4.14,0.0
20221203:0910,19.26,35.0,10.76,1.51,4.62,0.0
20221203:1010,24.47,41.62,15.74,1.75,4.07,0.0
20221203:1110,25.97,43.52,18.54,1.95,4.07,0.0
20221203:1210,33.66,52.97,18.88,2.41,4.14,0.0
20221203:1310,34.41,53.92,16.74,2.66,4.21,0.0
20221203:1410,22.09,38.79,12.32,2.81,4.21,0.0
20221203:1510,50.48,73.38,6.03,2.78,4.07,0.0
20221203:1610,0.0,0.0,0.0,2.51,3.52,0.0
20221203:1710,0.0,0.0,0.0,2.15,3.38,0.0
20221203:1810,0.0,0.0,0.0,1.91,3.52,0.0
20221203:1910,0.0,0.0,0.0,2.14,3.1,0.0
20221203:2010,0.0,0.0,0.0,2.02,3.31,0.0
20221203:2110,0.0,0.0,0.0,1.98,3.24,0.0
20221203:2210,0.0,0.0,0.0,1.98,3.03,0.0
20221203:2310,0.0,0.0,0.0,1.7,2.69,0.0
20221204:0010,0.0,0.0,0.0,1.56,3.03,0.0
20221204:0110,0.0,0.0,0.0,1.46,3.52,0.0
20221204:0210,0.0,0.0,0.0,1.28,3.38,0.0
20221204:0310,0.0,0.0,0.0,1.27,3.72,0.0
20221204:0410,0.0,0.0,0.0,1.2,3.31,0.0
20221204:0510,0.0,0.0,0.0,1.2,3.52,0.0
20221204:0610,0.0,0.0,0.0,1.15,3.31,0.0
20221204:0710,0.0,0.0,0.0,1.06,3.31,0.0
20221204:0810,0.7,7.24,3.86,1.12,2.69,0.0
20221204:0910,14.2,28.38,10.6,1.45,2.76,0.0
20221204:1010,47.39,69.06,15.58,1.82,3.24,0.0
20221204:1110,14.15,28.38,18.39,2.2,3.17,0.0
20221204:1210,12.05,25.54,18.75,2.36,2.83,0.0
20221204:1310,19.13,35.0,16.62,2.63,2.97,0.0
20221204:1410,10.01,22.7,12.23,2.81,2.83,0.0
20221204:1510,0.05,5.68,5.96,2.81,2.48,0.0
20221204:1610,0.0,0.0,0.0,2.75,2.48,0.0
20221204:1710,0.0,0.0,0.0,2.59,2.21,0.0
20221204:1810,0.0,0.0,0.0,2.63,2.55,0.0
20221204:1910,0.0,0.0,0.0,2.48,2.21,0.0
20221204:2010,0.0,0.0,0.0,2.45,1.72,0.0
20221204:2110,0.0,0.0,0.0,2.35,1.38,0.0
20221204:2210,0.0,0.0,0.0,2.36,1.45,0.0
20221204:2310,0.0,0.0,0.0,2.27,1.52,0.0
20221205:0010,0.0,0.0,0.0,2.16,1.59,0.0
20221205:0110,0.0,0.0,0.0,2.04,1.45,0.0
20221205:0210,0.0,0.0,0.0,1.95,1.17,0.0
20221205:0310,0.0,0.0,0.0,1.88,0.9,0.0
20221205:0410,0.0,0.0,0.0,1.78,0.76,0.0
20221205:0510,0.0,0.0,0.0,1.74,0.97,0.0
20221205:0610,0.0,0.0,0.0,1.68,1.24,0.0
20221205:0710,0.0,0.0,0.0,1.42,1.31,0.0
20221205:0810,4.07,13.58,3.7,1.42,1.45,0.0
20221205:0910,49.41,71.35,10.44,1.69,1.31,0.0
20221205:1010,57.97,81.43,15.42,2.29,1.59,0.0
20221205:1110,405.59,468.21,18.25,2.84,1.52,0.0
20221205:1210,68.24,93.65,18.62,3.4,1.59,0.0
20221205:1310,44.5,66.22,16.52,3.59,1.79,0.0
20221205:1410,24.93,42.57,12.15,3.83,1.93,0.0
20221205:1510,23.85,41.33,5.89,3.67,2.0,0.0
20221205:1610,0.0,0.0,0.0,3.14,1.66,0.0
20221205:1710,0.0,0.0,0.0,2.69,1.66,0.0
20221205:1810,0.0,0.0,0.0,2.32,1.59,0.0
20221205:1910,0.0,0.0,0.0,2.6,1.66,0.0
20221205:2010,0.0,0.0,0.0,2.42,1.93,0.0
20221205:2110,0.0,0.0,0.0,2.12,2.0,0.0
20221205:2210,0.0,0.0,0.0,1.76,1.93,0.0
20221205:2310,0.0,0.0,0.0,1.67,1.86,0.0
20221206:0010,0.0,0.0,0.0,1.58,1.86,0.0
20221206:0110,0.0,0.0,0.0,1.47,1.93,0.0
20221206:0210,0.0,0.0,0.0,1.36,1.86,0.0
20221206:0310,0.0,0.0,0.0,1.42,1.72,0.0
20221206:0410,0.0,0.0,0.0,1.43,1.86,0.0
20221206:0510,0.0,0.0,0.0,1.41,1.86,0.0
20221206:0610,0.0,0.0,0.0,1.52,2.21,0.0
20221206:0710,0.0,0.0,0.0,1.93,1.93,0.0
20221206:0810,5.16,15.39,3.55,2.05,1.66,0.0
20221206:0910,54.31,77.11,10.29,2.44,2.34,0.0
20221206:1010,142.48,174.74,15.28,2.93,2.34,0.0
20221206:1110,217.28,256.54,18.11,3.42,2.48,0.0
20221206:1210,89.09,117.08,18.5,3.96,2.76,0.0
20221206:1310,175.61,211.6,16.42,4.14,2.69,0.0
20221206:1410,194.54,232.79,12.07,4.36,2.62,0.0
20221206:1510,39.73,61.07,5.83,4.29,2.55,0.0
20221206:1610,0.0,0.0,0.0,4.0,2.07,0.0
20221206:1710,0.0,0.0,0.0,3.82,1.79,0.0
20221206:1810,0.0,0.0,0.0,3.75,1.93,0.0
20221206:1910,0.0,0.0,0.0,3.69,1.93,0.0
20221206:2010,0.0,0.0,0.0,3.65,1.93,0.0
20221206:2110,0.0,0.0,0.0,3.51,1.72,0.0
20221206:2210,0.0,0.0,0.0,3.47,1.72,0.0
20221206:2310,0.0,0.0,0.0,3.06,1.45,0.0
20221207:0010,0.0,0.0,0.0,2.67,1.31,0.0
20221207:0110,0.0,0.0,0.0,2.21,1.17,0.0
20221207:0210,0.0,0.0,0.0,2.08,1.03,0.0
20221207:0310,0.0,0.0,0.0,2.22,0.83,0.0
20221207:0410,0.0,0.0,0.0,1.93,0.69,0.0
20221207:0510,0.0,0.0,0.0,1.72,0.69,0.0
20221207:0610,0.0,0.0,0.0,1.87,0.69,0.0
20221207:0710,0.0,0.0,0.0,0.88,0.76,0.0
20221207:0810,6.35,17.2,3.4,0.98,0.83,0.0
20221207:0910,43.96,65.05,10.14,1.59,0.83,0.0
20221207:1010,272.47,318.05,15.14,2.4,0.97,0.0
20221207:1110,444.29,517.61,17.98,3.5,1.03,0.0
20221207:1210,522.63,614.38,18.39,4.13,1.03,0.0
20221207:1310,217.17,258.82,16.33,4.27,0.97,0.0
20221207:1410,386.34,453.41,12.0,4.25,0.97,0.0
20221207:1510,134.22,170.47,5.78,4.15,1.17,0.0
20221207:1610,0.0,0.0,0.0,3.91,1.1,0.0
20221207:1710,0.0,0.0,0.0,3.6,0.9,0.0
20221207:1810,0.0,0.0,0.0,3.28,0.69,0.0
20221207:1910,0.0,0.0,0.0,3.1,0.62,0.0
20221207:2010,0.0,0.0,0.0,2.88,0.41,0.0
20221207:2110,0.0,0.0,0.0,2.69,0.28,0.0
20221207:2210,0.0,0.0,0.0,2.52,0.14,0.0
20221207:2310,0.0,0.0,0.0,2.35,0.28,0.0
20221208:0010,0.0,0.0,0.0,1.89,0.55,0.0
20221208:0110,0.0,0.0,0.0,1.19,0.76,0.0
20221208:0210,0.0,0.0,0.0,0.95,0.83,0.0
20221208:0310,0.0,0.0,0.0,1.03,0.83,0.0
20221208:0410,0.0,0.0,0.0,1.51,0.55,0.0
20221208:0510,0.0,0.0,0.0,1.53,0.69,0.0
20221208:0610,0.0,0.0,0.0,1.42,0.83,0.0
20221208:0710,0.0,0.0,0.0,1.69,1.1,0.0
20221208:0810,3.01,11.77,3.25,1.48,1.03,0.0
20221208:0910,29.78,48.24,10.0,1.75,0.69,0.0
20221208:1010,50.28,72.84,15.01,2.71,0.69,0.0
20221208:1110,43.69,65.27,17.86,3.44,1.1,0.0
20221208:1210,34.92,54.87,18.29,3.79,1.17,0.0
20221208:1310,31.76,51.08,16.24,4.07,1.17,0.0
20221208:1410,16.11,31.22,11.93,3.95,1.1,0.0
20221208:1510,11.95,25.54,5.73,3.74,1.31,0.0
20221208:1610,0.0,0.0,0.0,3.15,1.59,0.0
20221208:1710,0.0,0.0,0.0,2.23,1.86,0.0
20221208:1810,0.0,0.0,0.0,1.47,1.79,0.0
20221208:1910,0.0,0.0,0.0,1.2,1.17,0.0
20221208:2010,0.0,0.0,0.0,0.65,1.24,0.0
20221208:2110,0.0,0.0,0.0,0.09,1.38,0.0
20221208:2210,0.0,0.0,0.0,-0.15,1.52,0.0
20221208:2310,0.0,0.0,0.0,-0.04,1.45,0.0
20221209:0010,0.0,0.0,0.0,0.06,1.52,0.0
20221209:0110,0.0,0.0,0.0,0.28,1.52,0.0
20221209:0210,0.0,0.0,0.0,0.16,1.72,0.0
20221209:0310,0.0,0.0,0.0,0.05,1.72,0.0
20221209:0410,0.0,0.0,0.0,-0.38,1.79,0.0
20221209:0510,0.0,0.0,0.0,-0.57,1.79,0.0
20221209:0610,0.0,0.0,0.0,-0.77,1.79,0.0
20221209:0710,0.0,0.0,0.0,-0.78,1.59,0.0
20221209:0810,3.59,12.67,3.11,-0.89,1.66,0.0
20221209:0910,58.98,81.5,9.86,-0.68,1.72,0.0
20221209:1010,137.25,166.74,14.88,-0.45,2.28,0.0
20221209:1110,584.15,665.67,17.75,0.06,2.48,0.0
20221209:1210,608.4,696.1,18.19,0.77,2.62,0.0
20221209:1310,527.24,600.94,16.17,1.19,2.69,0.0
20221209:1410,411.62,470.48,11.88,1.45,2.76,0.0
20221209:1510,150.55,186.34,5.69,1.52,2.62,0.0
20221209:1610,0.0,0.0,0.0,0.89,1.79,0.0
20221209:1710,0.0,0.0,0.0,0.3,1.59,0.0
20221209:1810,0.0,0.0,0.0,0.12,1.45,0.0
20221209:1910,0.0,0.0,0.0,-0.19,1.79,0.0
20221209:2010,0.0,0.0,0.0,-0.78,1.79,0.0
20221209:2110,0.0,0.0,0.0,-1.08,1.72,0.0
20221209:2210,0.0,0.0,0.0,-1.48,1.66,0.0
20221209:2310,0.0,0.0,0.0,-1.71,1.66,0.0
20221210:0010,0.0,0.0,0.0,-1.76,1.52,0.0
20221210:0110,0.0,0.0,0.0,-2.01,1.38,0.0
20221210:0210,0.0,0.0,0.0,-2.25,1.24,0.0
20221210:0310,0.0,0.0,0.0,-2.38,1.1,0.0
20221210:0410,0.0,0.0,0.0,-2.34,1.03,0.0
20221210:0510,0.0,0.0,0.0,-1.91,0.76,0.0
20221210:0610,0.0,0.0,0.0,-1.48,0.48,0.0
20221210:0710,0.0,0.0,0.0,-1.52,0.55,0.0
20221210:0810,1.61,9.05,2.98,-2.23,0.9,0.0
20221210:0910,89.37,115.13,9.74,-1.1,0.97,0.0
20221210:1010,50.08,71.89,14.76,0.32,1.03,0.0
20221210:1110,131.79,162.86,17.64,1.58,1.24,0.0
20221210:1210,546.58,632.77,18.1,2.31,1.72,0.0
20221210:1310,496.1,570.45,16.1,2.88,2.41,0.0
20221210:1410,381.72,440.4,11.83,2.86,2.34,0.0
20221210:1510,63.0,87.97,5.66,2.2,1.93,0.0
20221210:1610,0.0,0.0,0.0,0.81,2.21,0.0
20221210:1710,0.0,0.0,0.0,-0.16,2.28,0.0
20221210:1810,0.0,0.0,0.0,-0.74,2.41,0.0
20221210:1910,0.0,0.0,0.0,-1.0,2.55,0.0
20221210:2010,0.0,0.0,0.0,-1.22,2.69,0.0
20221210:2110,0.0,0.0,0.0,-1.37,2.83,0.0
20221210:2210,0.0,0.0,0.0,-1.42,2.76,0.0
20221210:2310,0.0,0.0,0.0,-1.5,2.83,0.0
20221211:0010,0.0,0.0,0.0,-1.5,2.9,0.0
20221211:0110,0.0,0.0,0.0,-1.57,2.69,0.0
20221211:0210,0.0,0.0,0.0,-1.74,2.62,0.0
20221211:0310,0.0,0.0,0.0,-2.11,2.76,0.0
20221211:0410,0.0,0.0,0.0,-2.44,2.97,0.0
20221211:0510,0.0,0.0,0.0,-2.69,2.9,0.0
20221211:0610,0.0,0.0,0.0,-2.94,2.83,0.0
20221211:0710,0.0,0.0,0.0,-2.46,2.9,0.0
20221211:0810,0.0,2.72,2.85,-2.59,3.03,0.0
20221211:0910,12.37,25.54,9.61,-2.31,3.24,0.0
20221211:1010,66.4,89.39,14.65,-1.74,3.31,0.0
20221211:1110,289.5,327.6,17.54,-1.18,3.59,0.0
20221211:1210,148.12,178.15,18.02,-0.42,3.72,0.0
20221211:1310,354.69,400.32,16.04,0.16,3.66,0.0
20221211:1410,417.33,473.72,11.78,0.24,2.97,0.0
20221211:1510,143.98,177.89,5.64,-0.25,2.0,0.0
20221211:1610,0.0,0.0,0.0,-1.19,1.93,0.0
20221211:1710,0.0,0.0,0.0,-1.78,2.14,0.0
20221211:1810,0.0,0.0,0.0,-2.13,2.34,0.0
20221211:1910,0.0,0.0,0.0,-1.53,2.41,0.0
20221211:2010,0.0,0.0,0.0,-1.52,2.55,0.0
20221211:2110,0.0,0.0,0.0,-1.57,2.69,0.0
20221211:2210,0.0,0.0,0.0,-1.58,2.69,0.0
20221211:2310,0.0,0.0,0.0,-1.77,2.62,0.0
20221212:0010,0.0,0.0,0.0,-1.76,2.41,0.0
20221212:0110,0.0,0.0,0.0,-1.45,2.34,0.0
20221212:0210,0.0,0.0,0.0,-1.34,2.21,0.0
20221212:0310,0.0,0.0,0.0,-1.25,2.07,0.0
20221212:0410,0.0,0.0,0.0,-1.16,2.07,0.0
20221212:0510,0.0,0.0,0.0,-0.87,2.0,0.0
20221212:0610,0.0,0.0,0.0,-0.46,1.86,0.0
20221212:0710,0.0,0.0,0.0,-1.06,1.52,0.0
20221212:0810,0.0,5.43,2.73,-1.35,1.45,0.0
20221212:0910,28.65,46.35,9.5,-1.02,1.38,0.0
20221212:1010,112.38,140.45,14.54,0.05,1.72,0.0
20221212:1110,340.69,389.43,17.45,0.94,2.0,0.0
20221212:1210,412.31,468.55,17.95,1.6,2.97,0.0
20221212:1310,96.56,124.1,15.98,1.98,3.38,0.0
20221212:1410,409.64,468.66,11.75,1.78,2.83,0.0
20221212:1510,95.06,124.0,5.62,1.26,2.55,0.0
20221212:1610,0.0,0.0,0.0,0.11,2.9,0.0
20221212:1710,0.0,0.0,0.0,-0.68,3.31,0.0
20221212:1810,0.0,0.0,0.0,-1.11,3.45,0.0
20221212:1910,0.0,0.0,0.0,-1.98,3.45,0.0
20221212:2010,0.0,0.0,0.0,-2.35,3.31,0.0
20221212:2110,0.0,0.0,0.0,-2.66,3.24,0.0
20221212:2210,0.0,0.0,0.0,-2.73,3.31,0.0
20221212:2310,0.0,0.0,0.0,-2.85,3.38,0.0
20221213:0010,0.0,0.0,0.0,-2.94,3.38,0.0
20221213:0110,0.0,0.0,0.0,-3.01,3.45,0.0
20221213:0210,0.0,0.0,0.0,-3.26,3.45,0.0
20221213:0310,0.0,0.0,0.0,-3.36,3.38,0.0
20221213:0410,0.0,0.0,0.0,-3.36,3.31,0.0
20221213:0510,0.0,0.0,0.0,-3.39,3.31,0.0
20221213:0610,0.0,0.0,0.0,-3.49,3.17,0.0
20221213:0710,0.0,0.0,0.0,-3.52,3.17,0.0
20221213:0810,3.12,11.77,2.61,-3.44,3.17,0.0
20221213:0910,79.58,103.37,9.39,-2.92,2.62,0.0
20221213:1010,113.04,139.67,14.44,-1.94,3.17,0.0
20221213:1110,157.89,188.2,17.37,-0.81,3.45,0.0
20221213:1210,496.0,558.52,17.88,0.1,3.38,0.0
20221213:1310,483.41,546.2,15.94,0.58,3.24,0.0
20221213:1410,409.05,465.18,11.72,0.56,2.9,0.0
20221213:1510,10.17,22.7,5.61,-0.09,2.48,0.0
20221213:1610,0.0,0.0,0.0,-1.27,2.69,0.0
20221213:1710,0.0,0.0,0.0,-1.61,2.97,0.0
20221213:1810,0.0,0.0,0.0,-1.76,2.9,0.0
